Country Name,Country Code,Series Name,Series Code,1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Afghanistan,AFG,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,143000000,230000000,217000000,291000000,306000000,321000000,474000000,670000000,694000000,708000000,729000000,633000000,567000000,552000000,512000000,395000000,236000000,235000000,189000000,181000000,688000000,105000000,166000000,128000000,144000000,159000000,166000000,137000000,68000000,100000000,144000000,305000000,384000000,416000000,454000000,540000000,403000000,388000000,376000000,429000000,515000000,570000000,571000000,596000000,723000000
Afghanistan,AFG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,12.9487180787311,14.0206189325114,12.6760568934735,13.2173912468809,11.6629043316852,10.8417502819894,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62.7000007629395,..,71.3000030517578,..
Afghanistan,AFG,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Population growth (annual %),SP.POP.GROW,2.65905658521727,2.47951659114535,2.20073128110818,1.98138858740406,1.74774777496605,1.2817151973175,0.522282314962146,-0.407658191922243,-1.3934163397202,-2.21977958780843,-2.71285408602014,-2.69538173169936,-2.2045162396444,-1.70675553634083,-1.12798940191383,0.116007964937545,2.13629507171115,4.47695437953718,6.90012448590171,8.54610700459867,8.790896706627,7.65979553393712,5.88427856371589,4.0194777158615,2.63650176396731,1.9473438616857,2.17042851112236,2.97505722281038,3.90280496415438,4.4967187466326,4.66834379545461,4.32155951673842,3.68269988149014,2.9905238360968,2.49383039084495,2.26827304079294,2.39697830237036,2.74661463795293,3.14310555651301,3.40760003260595,3.49459192739625,3.35560233082199,3.07705362914441,2.77803478841236,2.54783303994568
Afghanistan,AFG,Population density (people per sq. km of land area),EN.POP.DNST,18.5475645620807,19.013203443311,19.4362711760561,19.8252198021015,20.174760285513,20.4350075054376,20.542015133413,20.4584443831756,20.1753499984683,19.7324357442637,19.2043194559324,18.6936035290874,18.2860092516006,17.9765600588181,17.7749257114849,17.7955580063107,18.1798134362651,19.0122093557577,20.3703948779218,22.1878243421254,24.2266351131943,26.1552675918267,27.7404987286708,28.8782342309224,29.6497350121006,30.2327757865392,30.8961293386025,31.8291165027724,33.0959041754741,34.6181018901449,36.272510185951,37.8744125846276,39.2952149005912,40.4880954569127,41.5104953588825,42.4628266397084,43.4929479520877,44.7040881659161,46.131499862145,47.7305670434703,49.4280427656772,51.1147933707073,52.7120715007812,54.1969610636277,55.5955503477009
Afghanistan,AFG,Agricultural land (% of land area),AG.LND.AGRI.ZS,58.2789572036884,58.2789572036884,58.2789572036884,58.2789572036884,58.282020647612,58.282020647612,58.2804889256502,58.2804889256502,58.2866158134975,58.2881475354594,58.2881475354594,58.2881475354594,58.2881475354594,58.2881475354594,58.2743620378029,58.2667034279937,58.2667034279937,58.2667034279937,58.2513862083755,58.2513862083755,58.1043409000398,57.9190025426585,57.8270992249487,57.8255675029869,57.8837729375364,58.0017155285973,57.8270992249487,57.8270992249487,57.8270992249487,57.8270992249487,58.0675795729559,58.0691112949177,58.0675795729559,58.0675795729559,58.0675795729559,58.0675795729559,58.0675795729559,58.0691112949177,58.0675795729559,58.0675795729559,58.0675795729559,58.0675795729559,58.0675795729559,58.0675795729559,58.0675795729559
Afghanistan,AFG,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.6684237014277,4.62214923317352,7.25929833816935,5.50236079238216,5.84014771828014,6.08546557636508,5.94038512265893,5.77947771036666,4.84304932735426,5.00118699058321,5.39171722500659,5.46557636507518,5.51833289369559,5.74254814033237,5.71089422316012,6.4811395410182,5.99050382484833
Afghanistan,AFG,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,3.47372542710743,3.11281987019384,1.54504441610776,1.75299373071397,1.31193621681939,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.00237097073842654,..,..,..,..,..,..,..,..,1.87102531766614
Afghanistan,AFG,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,26.8930543878198,31.4757266826244,33.6726530924795,39.3901843112899,36.8364501194565,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.03313954860083,7.55967304919917,10.7670455667972,12.8790088017208,0.236604473774484,0.0369922318818034,0.0475230217083274,14.7990659661172,16.3591092152471,17.0636338170399
Argentina,ARG,GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,9767.19629728579,10142.6693188877,10079.5672462986,9603.16526836809,10036.4078144459,9456.45751041703,10240.5967455479,10237.1141706609,9414.717119254,8877.5125110199,9146.00309603894,9185.37295065528,8561.38656106029,9022.97818524398,9113.75872796092,8901.83935704987,7814.22001101596,7827.02034173783,8521.39086959062,9175.70706741224,9861.81519579461,10289.0126911744,9838.26497018836,10236.0570446539,10927.8063581879,11182.5035796684,10669.4573397298,10464.9237186583,9873.68045852347,8477.55890887682,9242.75731829251,9243.52449796348,9941.46868418822,11584.6870404931,12587.7583241644,12981.5079082895,12018.0901755795,13082.8428417672,13785.0036319385,13537.2018584525,13730.3582490355,13267.3987542324,13508.4194130991,13065.3821312865,13238.2843887513
Argentina,ARG,GNI per capita (current LCU),NY.GNP.PCAP.CN,1.89372203616031E-07,2.56897014916756E-07,7.60263345826676E-07,3.89762977690839E-06,1.05656884522705E-05,2.60204694716253E-05,6.96977480924934E-05,0.000136457820318737,0.00025759995742896,0.000713329432132122,0.00352914452436328,0.0252199466545104,0.166147167533903,0.310531651817306,0.713433388240041,3.35439087492006,92.4591645232817,2020.24926600269,5299.67612686743,6633.59688177392,6873.98325521709,7375.68538940976,7274.65454685989,7565.25155096796,8038.74928983961,8084.14595153414,7570.06690502138,7503.39018718229,7001.08542993918,7874.21790971824,9472.31293556851,11202.6095702558,13275.9561173647,17616.0135781543,22005.8768828572,27966.9567777912,29870.8737387787,39340.9569173903,51308.6728205889,61616.597635014,77446.2066797013,104947.178417839,135443.353750673,184629.792616112,235872.756874811
Argentina,ARG,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66,67,65,65,61,59,57,56,53,56,51,48,47,44,42,41,40,39
Argentina,ARG,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,..,..,..,..,..,..,..,..,..,..,..,..,55,52,45,45,47,49,45,44,42,35,40,44,36,36,39,34,41,44,42,40,38,44,41,39,54,43,40,33,32,..,38,32,..
Argentina,ARG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,68.1,66,63.3,59.8,55.7,51.2,46.8,42.8,39.4,36.5,34.1,32.1,30.6,29.6,29.1,28.9,28.9,28.6,28.1,27.3,26.3,25.2,24.1,23.1,22.1,21.2,20.4,19.6,19,18.3,17.7,17.1,16.5,16.1,15.7,15.3,14.9,14.4,13.9,13.3,12.7,12.1,11.5,10.9,10.3
Argentina,ARG,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.1,..,16.9,..,..,..,..,..,..,..,..,8.2,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,49.9117698669434,52.633129119873,54.194278717041,55.6360092163086,55.5457000732422,55.4494781494141,55.268669128418,56.1693916320801,57.4266700744629,59.1698799133301,59.7823791503906,65.279541015625,70.2124099731445,70.0919876098633,69.8156280517578,70.3232192993164,..,71.4895782470703,72.3127899169922,..,..,69.6454315185547,..,78.870849609375,75.3427581787109,81.2585372924805,92.6051635742188,95.9366073608398,96.8454666137695,95.8991012573242,94.9616928100586,94.5071716308594,92.7606735229492,91.8135299682617,91.916130065918,93.2370529174805,96.6197128295898,99.5012588500977,101.535003662109,103.47647857666,105.041412353516,106.03556060791,106.946472167969,108.462333679199,108.733596801758
Argentina,ARG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,93.9128570556641,..,..,..,..,..,..,..,..,..,..,96.0407180786133,..,..,..,..,..,..,..,..,..,97.1933135986328,..,..,..,..,98.6108016967773,..,..,98.9834213256836,98.9549713134766,99.1083297729492,99.1052322387695,99.1219482421875,98.9938888549805,99.1799621582031,99.1250076293945,..
Argentina,ARG,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.09125995635986,1.08759999275208,1.0974999666214,1.10339999198914,1.12102997303009,1.13223004341125,1.12777996063232,1.13769996166229,1.14401996135712,1.09957003593445,1.06025004386902,1.08708000183105,1.09944999217987,1.08158004283905,1.05905997753143,1.0644199848175,..,..,..,..,..,..,..,1.09694004058838,1.08230996131897,1.04658997058868,1.06050002574921,1.04984998703003,1.05215001106262,1.0521399974823,1.06096994876862,1.07690000534058,1.08984994888306,1.1032999753952,1.11386001110077,1.12304997444153,1.1147700548172,1.09642004966736,1.10347998142242,1.08932995796204,1.07652997970581,1.06827998161316,1.06080996990204,1.04553997516632,1.04244995117188
Argentina,ARG,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,11.9525224881086,10.2308377488651,6.5839104917193,8.15217071220236,8.08714211405919,7.50442747786782,7.79627735903041,6.35350500480657,6.47552296064522,9.59615604621897,8.65832496118367,8.3459768371011,7.63430725730443,7.80040264019792,8.09435846444628,8.97786821775225,9.61606509643166,8.12367620787488,6.71649176009431,5.99078709147934,5.13682648211779,5.08266800031075,5.351464616273,5.61086611323361,5.22197210944516,5.25272256987622,4.45782610229152,4.67991094417297,4.56858960891786,10.2066467144411,10.328166939117,8.36248661002826,7.93875427420938,6.93557229126392,7.45235394606923,7.3189545972436,5.2736234689014,7.13216745078964,6.99873377022519,5.7817442068501,6.05291843670451,6.71270351428559,5.1566859021408,6.26456582010254,5.23162237725058
Argentina,ARG,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,3266000000,3931000000,2961000000,3916000000,5652000000,6400000000,7810000000,8021000000,9143000000,7625000000,7836000000,8107000000,8396000000,6852000000,6360000000,9135000000,9579000000,12353000000,11978000000,12235000000,13118000000,15659000000,20967000000,23811000000,26370000000,26441000000,23333000000,26341000000,26543000000,25650000000,29566000000,34576000000,40351000000,46546000000,55779000000,70018000000,55672000000,68187000000,84051000000,79982000000,75963000000,68405000000,56784000000,57910000000,58644000000
Argentina,ARG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,7.61266772119213,6.9025707976099,5.82405179865594,9.17538829665278,9.6158924127723,8.6083899381245,6.51091546668746,5.06197268096631,6.9210494803617,9.09049307859513,9.15152068682072,7.5898953117888,11.7360980207352,8.16197754429543,7.87320581340031,9.53161297293404,13.0584089085641,10.3595365925264,7.67504334832217,6.5981874720374,6.90935153370832,7.52994872591672,9.68041025959015,10.4285967560139,10.5608501019262,10.4155819610919,9.82717451494235,10.9863752325576,11.5790080825317,28.3825969991682,25.9309429264224,23.8476194239892,23.2458767338576,23.0266946038115,22.6627503115066,22.0609003826242,19.5609850560818,18.9338234053709,18.4492091453155,16.2378594620246,14.6171733884386,14.4054785893756,10.7056520504538,12.5270951690009,11.3202833596733
Argentina,ARG,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,13.9785899881347,0.235738441880699,-9.29415852300485,31.5176565533255,27.3177719358366,8.90726991669413,-3.2005001364207,-5.14286240432104,5.20390651001412,3.9465524073121,2.58260584806563,-2.59149777072457,15.5540238462486,-10.2703411870149,-3.48199917102011,18.719565609266,7.43032372122919,18.011603252985,-3.6241443600707,-1.02969443918937,3.98319867911239,15.2955689817863,22.5281446861923,7.64679488927655,12.1774408238905,10.6233930631356,-1.26027793880733,2.70239130860458,2.74099076017254,3.09295518587496,5.99536820219664,8.11415798951984,12.8868304227088,5.56120323520517,8.16445191719141,0.73987446873889,-9.3471064312958,13.8969136234784,4.14881478412255,-4.10831132628213,-3.52024034290045,-6.97916743435549,-2.77737294006695,5.31735410754007,2.61539095219052
Argentina,ARG,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,9440628603.7476,9462883794.52182,8583388373.81122,11288671242.1071,14372484706.6123,15652680713.1659,15151716645.5875,14372484706.6123,15120415373.9105,15717150490.8452,16123062538.571,15705233732.3114,18148029532.1442,16284164980.4728,15717150490.8452,18659332788.886,20045781619.3217,23656348273.5537,22799008061.799,22564247943.5963,23463026769.6373,27051830214.4022,33146105665.3658,35680720379.3792,40025718989.1159,44277808443.6758,43719784992.0728,44901264661.8391,46132004177.4208,47558846392.9744,50410174346.9503,54500535536.2542,61523927130.2795,64945397756.2739,70247833528.5135,70767579313.6332,64152858356.3363,73068125669.1088,76099586869.35,72973178922.7426,70404347638.8073,65490710336.0292,63671789068.8987,67057443560.298,68811257871.9443
Argentina,ARG,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.5,..,..,..,..,31.7000007629395,..,..,..,..,32.9000015258789,..,..,..,..,26.2000007629395,..,..,..,..,20.7999992370605,..,..,..,16.7000007629395,..,14.6999998092651,..
Argentina,ARG,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.034710136,..,..,..,..,..,..,..,..,..,3.051326193,..,..,..,..,..,..,..,..,..,3.028912698,..,..,..,..,..,..,..
Argentina,ARG,Population growth (annual %),SP.POP.GROW,1.62267034123002,1.60668460387168,1.57215430748791,1.53044426140499,1.49916050863813,1.48783780913576,1.50374852161979,1.53698027406277,1.5719418140512,1.59643349568329,1.61052873578814,1.61039031434213,1.59856607352161,1.584792373551,1.56894144187589,1.54180357385285,1.50181436290741,1.45296474870991,1.40145510449441,1.35215795127188,1.30605343285023,1.26533343238916,1.22923360808769,1.19362308026821,1.15950491868107,1.1322150155202,1.11338052309698,1.10060813455916,1.09203361158056,1.08355691032176,1.07200471174976,1.05538943935448,1.03626836534216,1.01545457815013,0.998884153148277,0.992570475708135,0.999542288700286,0.752217992640236,1.15305928006386,1.13690569378967,1.11910919999772,1.09946109101836,1.07800134449604,1.05718157762752,1.03713389686514
Argentina,ARG,Population density (people per sq. km of land area),EN.POP.DNST,9.15575932970121,9.30405160979139,9.45148153426219,9.5972437506623,9.74220573028001,9.88823761551363,10.0380554611593,10.1935301404251,10.3550325393084,10.5216703389861,10.6924967753016,10.8660816533842,11.0411789424451,11.2175525909036,11.3949373147854,11.5719862315425,11.7470875400575,11.9190145760024,12.0872301941396,12.251778608465,12.4128428868451,12.570904632969,12.7263840624989,12.8791993247317,13.0294034033815,13.1777625525726,13.3253010023057,13.4727703905082,13.6207038429636,13.7690944169782,13.9174937607109,14.0651553519032,14.2116659175866,14.3567141327662,14.5008397005141,14.6454874318977,14.792609320018,14.904301546759,15.0771515955406,15.2495426957383,15.421160233713,15.5916453818299,15.7606327351655,15.9281350828921,16.0941907925267
Argentina,ARG,Agricultural land (% of land area),AG.LND.AGRI.ZS,47.1014254446064,47.0553844242497,47.009343403893,46.9633023835363,46.9172613631796,46.8712203428229,46.8251793224662,46.7791383021095,46.7330972817528,47.0528265897855,47.0071509743522,46.9607445490721,46.9147035287153,46.8686625083586,46.7495405033087,46.5452791510913,46.5781655942032,46.6128790619325,46.6475925296617,46.682305997391,46.7170194651203,46.7528291476199,46.7882734251961,46.8237177027723,46.8577003606547,46.8924138283839,46.9223770321081,46.9581867146078,46.9932655872605,47.031267699301,47.8254753004542,49.0903244430315,50.3518849412977,51.5600963207378,52.6303673415696,52.7136796641198,52.5423047550143,53.8902835176801,54.1826074564529,54.5381464469852,54.5180491761946,54.3357121193851,54.3357121193851,54.3357121193851,54.3357121193851
Argentina,ARG,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.05353119415741,..,..,..,..,..,..,..,..,1.45804250038778,..,..,..,..,..,..
Argentina,ARG,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,7.20100773540326,7.61088396127164,6.53783031608484,5.25570863359714,4.16724380006079,4.48965314798215,4.68857637200204,3.71064837049923,3.40746264688394,4.76315081574217,5.30462301201339,5.40075120998688,3.47424954707348,4.75142055886143,4.21850361743373,..,..,..,..,1.9062135150604,1.9221373561753,1.61563550962574,2.03374555690313,1.91340954022097,1.54573933373966,1.49815866530743,1.50599869790768,1.4877726910897,1.51468737691372,2.40841873438325,2.49259652204274,1.79503608318925,1.50907256118775,1.48269071268065,1.27576013516944,1.08947074060227,1.20286601219349,1.11627115147863,1.07034601295734,1.10439472085118,0.93607116950973,0.96520044658608,0.999527352549682,0.929774283782705,0.880017998437689
Argentina,ARG,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,7.09248596109181,4.25219121081337,5.92381794470436,6.07002788122183,6.54956820782883,7.0007598066672,4.82886840430187,6.23054040698877,4.96041792779237,4.48245360242477,3.092859900993,3.65363714974461,3.51886326154558,2.9709807582774,3.53893823636443,..,..,..,..,2.77487734542219,2.13553689871227,3.35318949735995,4.3497136820362,3.87160120185598,2.88547646211174,2.1434110207359,2.12353377344736,1.7575926157169,1.61216031909465,1.55019249710461,1.51674538738288,1.62930715800304,1.36228945621451,1.2732914273962,1.23865397880621,0.976046363349675,1.06217866118715,1.19064550683135,1.25043868304137,0.930824995318779,0.906492230376745,1.05036906501338,0.987528538032816,1.06450406584732,1.10594698846639
Austria,AUT,GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,20764.9972917825,21614.1354551678,21575.4433907932,22566.8430390743,23688.2402385102,23658.4322388476,25001.2827133271,25471.9949871093,25394.1640020009,25918.3303480264,26736.1184585266,26764.2976363172,27442.7494849582,27941.4517560557,28290.8876379992,29334.6376284801,30440.9850801,31572.5933393277,32177.3162104957,32426.5253114491,32352.8925933097,32935.7828455835,33642.8962215721,34503.9005034124,35039.4733820662,36200.4013758551,37039.5978780526,38482.7231592829,38623.6854139366,39385.9088613646,39697.2653276113,40577.85696105,41175.9880318098,42579.8334089588,43875.2507407677,44794.9294087876,42619.3397981016,43680.6132031884,44582.0067988201,44576.4633285902,44399.6592781321,44285.2384249097,43743.063244721,44568.9396273063,44902.3727786412
Austria,AUT,GNI per capita (current LCU),NY.GNP.PCAP.CN,5556.07356334567,6322.11300956779,6718.9821534858,7424.08530802555,8196.87900925291,8671.72548581418,9531.94620782377,10230.5430089915,10850.1505540574,11669.8046246835,12481.3420154432,13093.9828344729,13815.5529720151,14498.0566181854,15045.9347877231,15816.7947364626,16859.6538359726,17996.3963870094,19001.3744874041,19918.4327590783,20412.5057411595,21322.2484847126,22134.2786450097,22922.2025785345,23575.4685499234,24465.1199875037,25101.6725548163,26430.0762173088,27045.7069892878,27891.6727718299,28477.7064314961,29615.1868473266,30814.5684602828,32466.0364381523,34198.3177117871,35596.0274450652,34508.9360677994,35675.880299457,37081.4511532485,37838.0949635652,38300.7876461572,39032.4484493742,39441.3249842439,40928.7613996549,41590.8786589382
Austria,AUT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6,6,6,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5
Austria,AUT,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,..,..,..,..,..,..,..,..,..,..,..,..,7,7,5,6,8,7,8,4,4,9,1,5,2,5,1,..,4,6,9,3,6,9,4,3,3,1,3,1,1,8,5,6,1
Austria,AUT,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,26.9,25.1,23,21.1,19.4,18.1,17.1,16.3,15.5,14.8,14,13.3,12.6,11.9,11.1,10.5,10,9.5,9.1,8.6,8,7.4,6.8,6.3,6,5.7,5.6,5.5,5.4,5.3,5.2,5.1,4.9,4.8,4.6,4.5,4.4,4.3,4.2,4.1,3.9,3.8,3.7,3.6,3.6
Austria,AUT,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
